replicate	transition	base_qc	removed_ei	removed_er	removed_subjects	rng	seed	draw_order
759	Q1_to_Q2	Q1_lenient	0	3	sub-064;sub-068;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
760	Q0_to_Q1	Q0_all	0	2	sub-020;sub-046	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
760	Q1_to_Q2	Q1_lenient	0	3	sub-060;sub-064;sub-070	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
761	Q0_to_Q1	Q0_all	0	2	sub-014;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
761	Q1_to_Q2	Q1_lenient	0	3	sub-052;sub-072;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
762	Q0_to_Q1	Q0_all	0	2	sub-010;sub-014	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
762	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-084;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
763	Q0_to_Q1	Q0_all	0	2	sub-002;sub-070	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
763	Q1_to_Q2	Q1_lenient	0	3	sub-038;sub-066;sub-074	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
764	Q0_to_Q1	Q0_all	0	2	sub-002;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
764	Q1_to_Q2	Q1_lenient	0	3	sub-040;sub-052;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
765	Q0_to_Q1	Q0_all	0	2	sub-016;sub-066	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
765	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-094;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
766	Q0_to_Q1	Q0_all	0	2	sub-064;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
766	Q1_to_Q2	Q1_lenient	0	3	sub-066;sub-104;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
767	Q0_to_Q1	Q0_all	0	2	sub-058;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
767	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-020;sub-050	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
768	Q0_to_Q1	Q0_all	0	2	sub-016;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
768	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-032;sub-082	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
769	Q0_to_Q1	Q0_all	0	2	sub-076;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
769	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-050;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
770	Q0_to_Q1	Q0_all	0	2	sub-014;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
770	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-108;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
771	Q0_to_Q1	Q0_all	0	2	sub-060;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
771	Q1_to_Q2	Q1_lenient	0	3	sub-090;sub-112;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
772	Q0_to_Q1	Q0_all	0	2	sub-060;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
772	Q1_to_Q2	Q1_lenient	0	3	sub-038;sub-056;sub-092	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
773	Q0_to_Q1	Q0_all	0	2	sub-070;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
773	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-052;sub-054	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
774	Q0_to_Q1	Q0_all	0	2	sub-066;sub-074	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
774	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-072;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
775	Q0_to_Q1	Q0_all	0	2	sub-018;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
775	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-082;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
776	Q0_to_Q1	Q0_all	0	2	sub-100;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
776	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-056;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
777	Q0_to_Q1	Q0_all	0	2	sub-080;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
777	Q1_to_Q2	Q1_lenient	0	3	sub-046;sub-082;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
778	Q0_to_Q1	Q0_all	0	2	sub-030;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
778	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-070;sub-076	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
779	Q0_to_Q1	Q0_all	0	2	sub-110;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
779	Q1_to_Q2	Q1_lenient	0	3	sub-026;sub-062;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
780	Q0_to_Q1	Q0_all	0	2	sub-026;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
780	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-054;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
781	Q0_to_Q1	Q0_all	0	2	sub-032;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
781	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-066;sub-072	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
782	Q0_to_Q1	Q0_all	0	2	sub-038;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
782	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-016;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
783	Q0_to_Q1	Q0_all	0	2	sub-010;sub-074	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
783	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-112;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
784	Q0_to_Q1	Q0_all	0	2	sub-018;sub-038	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
784	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-040;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
785	Q0_to_Q1	Q0_all	0	2	sub-084;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
785	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-050;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
786	Q0_to_Q1	Q0_all	0	2	sub-026;sub-032	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
786	Q1_to_Q2	Q1_lenient	0	3	sub-068;sub-080;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
787	Q0_to_Q1	Q0_all	0	2	sub-062;sub-082	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
787	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-052;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
788	Q0_to_Q1	Q0_all	0	2	sub-008;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
788	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-064;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
789	Q0_to_Q1	Q0_all	0	2	sub-040;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
789	Q1_to_Q2	Q1_lenient	0	3	sub-058;sub-066;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
790	Q0_to_Q1	Q0_all	0	2	sub-074;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
790	Q1_to_Q2	Q1_lenient	0	3	sub-056;sub-072;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
791	Q0_to_Q1	Q0_all	0	2	sub-052;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
791	Q1_to_Q2	Q1_lenient	0	3	sub-046;sub-076;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
792	Q0_to_Q1	Q0_all	0	2	sub-038;sub-052	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
792	Q1_to_Q2	Q1_lenient	0	3	sub-004;sub-008;sub-064	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
793	Q0_to_Q1	Q0_all	0	2	sub-050;sub-082	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
793	Q1_to_Q2	Q1_lenient	0	3	sub-070;sub-080;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
794	Q0_to_Q1	Q0_all	0	2	sub-064;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
794	Q1_to_Q2	Q1_lenient	0	3	sub-046;sub-076;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
795	Q0_to_Q1	Q0_all	0	2	sub-008;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
795	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-022;sub-076	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
796	Q0_to_Q1	Q0_all	0	2	sub-010;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
796	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-084;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
797	Q0_to_Q1	Q0_all	0	2	sub-040;sub-082	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
797	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-046;sub-082	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
798	Q0_to_Q1	Q0_all	0	2	sub-058;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
798	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-076;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
799	Q0_to_Q1	Q0_all	0	2	sub-010;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
799	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-040;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
800	Q0_to_Q1	Q0_all	0	2	sub-036;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
800	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-036;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
801	Q0_to_Q1	Q0_all	0	2	sub-004;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
801	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-038;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
802	Q0_to_Q1	Q0_all	0	2	sub-082;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
802	Q1_to_Q2	Q1_lenient	0	3	sub-054;sub-096;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
803	Q0_to_Q1	Q0_all	0	2	sub-064;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
803	Q1_to_Q2	Q1_lenient	0	3	sub-058;sub-082;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
804	Q0_to_Q1	Q0_all	0	2	sub-050;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
804	Q1_to_Q2	Q1_lenient	0	3	sub-054;sub-076;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
805	Q0_to_Q1	Q0_all	0	2	sub-060;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
805	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-108;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
806	Q0_to_Q1	Q0_all	0	2	sub-050;sub-054	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
806	Q1_to_Q2	Q1_lenient	0	3	sub-044;sub-058;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
807	Q0_to_Q1	Q0_all	0	2	sub-068;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
807	Q1_to_Q2	Q1_lenient	0	3	sub-044;sub-050;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
808	Q0_to_Q1	Q0_all	0	2	sub-076;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
808	Q1_to_Q2	Q1_lenient	0	3	sub-040;sub-046;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
809	Q0_to_Q1	Q0_all	0	2	sub-084;sub-100	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
809	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-054;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
810	Q0_to_Q1	Q0_all	0	2	sub-054;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
810	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-026;sub-050	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
811	Q0_to_Q1	Q0_all	0	2	sub-030;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
811	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-054;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
812	Q0_to_Q1	Q0_all	0	2	sub-022;sub-032	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
812	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-074;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
813	Q0_to_Q1	Q0_all	0	2	sub-056;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
813	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-084;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
814	Q0_to_Q1	Q0_all	0	2	sub-068;sub-076	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
814	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-024;sub-032	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
815	Q0_to_Q1	Q0_all	0	2	sub-080;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
815	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-070;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
816	Q0_to_Q1	Q0_all	0	2	sub-006;sub-040	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
816	Q1_to_Q2	Q1_lenient	0	3	sub-044;sub-072;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
817	Q0_to_Q1	Q0_all	0	2	sub-004;sub-076	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
817	Q1_to_Q2	Q1_lenient	0	3	sub-084;sub-094;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
818	Q0_to_Q1	Q0_all	0	2	sub-018;sub-052	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
818	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-076;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
819	Q0_to_Q1	Q0_all	0	2	sub-050;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
819	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-072;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
820	Q0_to_Q1	Q0_all	0	2	sub-040;sub-070	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
820	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-090;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
821	Q0_to_Q1	Q0_all	0	2	sub-018;sub-082	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
821	Q1_to_Q2	Q1_lenient	0	3	sub-026;sub-036;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
822	Q0_to_Q1	Q0_all	0	2	sub-076;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
822	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-026;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
823	Q0_to_Q1	Q0_all	0	2	sub-062;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
823	Q1_to_Q2	Q1_lenient	0	3	sub-074;sub-092;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
824	Q0_to_Q1	Q0_all	0	2	sub-010;sub-030	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
824	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-110;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
825	Q0_to_Q1	Q0_all	0	2	sub-022;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
825	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-080;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
826	Q0_to_Q1	Q0_all	0	2	sub-010;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
826	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-104;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
827	Q0_to_Q1	Q0_all	0	2	sub-058;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
827	Q1_to_Q2	Q1_lenient	0	3	sub-062;sub-076;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
828	Q0_to_Q1	Q0_all	0	2	sub-032;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
828	Q1_to_Q2	Q1_lenient	0	3	sub-080;sub-082;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
829	Q0_to_Q1	Q0_all	0	2	sub-032;sub-046	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
829	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-024;sub-056	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
830	Q0_to_Q1	Q0_all	0	2	sub-072;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
830	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-058;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
831	Q0_to_Q1	Q0_all	0	2	sub-036;sub-092	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
831	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-084;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
832	Q0_to_Q1	Q0_all	0	2	sub-014;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
832	Q1_to_Q2	Q1_lenient	0	3	sub-046;sub-054;sub-056	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
833	Q0_to_Q1	Q0_all	0	2	sub-060;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
833	Q1_to_Q2	Q1_lenient	0	3	sub-022;sub-062;sub-066	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
834	Q0_to_Q1	Q0_all	0	2	sub-038;sub-054	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
834	Q1_to_Q2	Q1_lenient	0	3	sub-032;sub-094;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
835	Q0_to_Q1	Q0_all	0	2	sub-026;sub-030	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
835	Q1_to_Q2	Q1_lenient	0	3	sub-066;sub-074;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
836	Q0_to_Q1	Q0_all	0	2	sub-072;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
836	Q1_to_Q2	Q1_lenient	0	3	sub-040;sub-050;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
837	Q0_to_Q1	Q0_all	0	2	sub-018;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
837	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-052;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
838	Q0_to_Q1	Q0_all	0	2	sub-022;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
838	Q1_to_Q2	Q1_lenient	0	3	sub-068;sub-082;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
839	Q0_to_Q1	Q0_all	0	2	sub-100;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
839	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-064;sub-072	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
840	Q0_to_Q1	Q0_all	0	2	sub-058;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
840	Q1_to_Q2	Q1_lenient	0	3	sub-062;sub-070;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
841	Q0_to_Q1	Q0_all	0	2	sub-060;sub-092	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
841	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-014;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
842	Q0_to_Q1	Q0_all	0	2	sub-008;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
842	Q1_to_Q2	Q1_lenient	0	3	sub-040;sub-056;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
843	Q0_to_Q1	Q0_all	0	2	sub-010;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
843	Q1_to_Q2	Q1_lenient	0	3	sub-090;sub-116;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
844	Q0_to_Q1	Q0_all	0	2	sub-016;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
844	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-004;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
845	Q0_to_Q1	Q0_all	0	2	sub-072;sub-074	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
845	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-016;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
846	Q0_to_Q1	Q0_all	0	2	sub-050;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
846	Q1_to_Q2	Q1_lenient	0	3	sub-040;sub-058;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
847	Q0_to_Q1	Q0_all	0	2	sub-050;sub-092	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
847	Q1_to_Q2	Q1_lenient	0	3	sub-004;sub-082;sub-092	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
848	Q0_to_Q1	Q0_all	0	2	sub-072;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
848	Q1_to_Q2	Q1_lenient	0	3	sub-026;sub-046;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
849	Q0_to_Q1	Q0_all	0	2	sub-020;sub-036	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
849	Q1_to_Q2	Q1_lenient	0	3	sub-056;sub-060;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
850	Q0_to_Q1	Q0_all	0	2	sub-096;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
850	Q1_to_Q2	Q1_lenient	0	3	sub-004;sub-024;sub-040	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
851	Q0_to_Q1	Q0_all	0	2	sub-114;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
851	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-024;sub-082	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
852	Q0_to_Q1	Q0_all	0	2	sub-046;sub-052	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
852	Q1_to_Q2	Q1_lenient	0	3	sub-054;sub-074;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
853	Q0_to_Q1	Q0_all	0	2	sub-116;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
853	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-060;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
854	Q0_to_Q1	Q0_all	0	2	sub-060;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
854	Q1_to_Q2	Q1_lenient	0	3	sub-004;sub-082;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
855	Q0_to_Q1	Q0_all	0	2	sub-008;sub-026	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
